pair,date,year,village,district,vilno,disno,treat,poverty,pop2000,lpop2000,pop2002,pret,post,diff,groznyy,elevation,lelev,tariq,nn,lnn,reb,garrison,vildays,fail,swept,deaths,deathsd,wounded,woundedd,prop,propd,lprop,history,historyd,lhistory,change,decrease,increase,abandon,iso,neighbors,_st,_d,_t,_t0
130,1/6/2005,2005,Makhkety,Vedenskiy,77,15,1,3,3495,8.1590891,3262,1,0,-1,0,649,6.4754329,0,1.676,.51640999,1,0,49,1,0,0,0,0,0,0,0,0,7,1,2.079442,-1,1,0,0,6,"Tevzena, Sel'mentauzen, Tauzen, Khatuni, Khvarshini, Dutsu-Khote",1,1,49,0
131,1/6/2005,2005,Lipovka,Vedenskiy,76,15,0,3,1612,7.385231,1500,0,0,0,0,341,5.831882,0,1.6668,.51090562,1,0,90,0,0,,,,,,,,,,,0,0,0,2,4,"Roshni-Chu, Bakin, Urus-Martan, Shinin-Chu",1,0,90,0
131,1/6/2005,2005,Tsa-Vedeno,Vedenskiy,132,15,1,3,1502,7.3145528,1256,0,0,0,0,603,6.401917,0,1.925,.65492588,1,0,90,0,0,0,0,0,0,0,0,0,1,1,.69314718,0,0,0,1,7,"Mesedoy, Verkhatoy, Pervomayskaya, Agishbatoi, Elishtanzhi, Eshilkhatoy, Oktya'brskoe",1,0,90,0
132,1/15/2005,2005,Tolstoy-Yurt,Groznenskiy,130,3,0,2,6934,8.8441935,7755,0,1,1,0,149,5.0039458,1,1.226,.20375679,1,1,53,1,0,,,,,,,,,,,1,0,1,0,2,"Goryacheistochnenskaya, Vinogradnoye",1,1,53,0
132,1/15/2005,2005,Zumsoj,Itum-Kalinskiy,147,5,1,3,378,5.9348941,500,0,0,0,0,883,6.7833252,0,.68949997,-.37178859,0,0,90,0,1,0,0,0,0,4,1,1.6094379,0,0,0,0,0,0,5,9,"Borzoi, Nikhaloy, Ryadukhoy, Khalkin, Gargachi, Gush-Kert, Tavzena, Vashindoroy, Shatoi",1,0,90,0
133,1/20/2005,2005,Leshkoroy,Shatoiskiy,75,11,0,3,90,4.4998102,100,0,0,0,0,300,5.6832409,0,1.4816,.39312261,0,0,90,0,0,,,,,,,,,,,0,0,0,5,5,"Sal'beroy, Kilozor, Khai-Khotsaguny, Bogacheroy, Gonti",1,0,90,0
133,1/20/2005,2005,Serzhen-Yurt,Shalinskiy,111,10,1,2,3244,8.0845623,4763,3,0,-3,0,325,5.7838249,0,5.2360001,1.655558,1,0,90,0,1,0,0,0,0,0,0,0,8,1,2.1972251,-1,1,0,0,1,Avtury,1,0,90,0
134,1/27/2005,2005,Avarskoye,Shatoiskiy,11,11,0,3,125,4.8283138,100,0,0,0,0,787,6.6682281,0,1.421,.35136089,0,0,90,0,0,,,,,,,,,,,0,0,0,2,8,"Syuzhi, Shatoi, Khakkoy, Sovetskoye, Tavzena, Pamyatoy, Vashindoroy, Gargachi",1,0,90,0
134,1/27/2005,2005,Dachu-Borzoi,Shatoiskiy,26,11,1,3,412,6.0210228,,2,2,0,0,422,6.0450048,0,1.803,.58945191,0,0,18,1,0,0,0,0,0,1,1,.69314718,0,0,0,0,0,0,1,5,"Chishki, Lakha-Varandy, Duba-Yurt, Ulus-Kert, Yarshymardy",1,1,18,0
135,1/30/2005,2005,Gikalovskiy,Groznenskiy,48,3,0,2,225,5.416101,250,0,0,0,0,168,5.1239638,0,3.6199999,1.286474,0,0,90,0,0,,,,,,,,,,,0,0,0,1,3,"Chechen-Aul, Prigorodnye, Goyta",1,0,90,0
135,1/30/2005,2005,Serzhen-Yurt,Shalinskiy,111,10,1,2,3244,8.0845623,4763,3,0,-3,0,325,5.7838249,0,5.2360001,1.655558,1,0,90,0,1,0,0,7,1,0,0,0,9,1,2.3025849,-1,1,0,0,1,Avtury,1,0,90,0
136,2/27/2005,2005,Serzhen-Yurt,Shalinskiy,111,10,1,2,3244,8.0845623,4763,1,0,-1,0,325,5.7838249,0,5.2360001,1.655558,1,0,90,0,1,1,1,1,1,6,1,1.94591,10,1,2.3978951,-1,1,0,0,1,Avtury,1,0,90,0
136,2/27/2005,2005,Staropomyslovskiy (Groznyy),Groznyy,121,2,0,1,20864,9.9457808,53395,8,5,-3,1,130,4.8675351,0,4.684,1.544152,0,1,13,1,1,,,,,,,,,,,-1,1,0,0,4,"Groznyy (3), Aldy",1,1,13,0
137,4/10/2005,2005,Dzhugurty,Kurchaloevskiy,35,6,0,2,1015,6.9226441,1550,0,0,0,0,350,5.857933,0,3.8892,1.358204,1,0,90,0,0,,,,,,,,,,,0,0,0,0,3,"Akhkinchu-Barze, Bachi-Yurt, Mayrtup",1,0,90,0
137,4/10/2005,2005,Serzhen-Yurt,Shalinskiy,111,10,1,2,3244,8.0845623,4763,0,0,0,0,325,5.7838249,0,5.2360001,1.655558,1,0,90,0,1,8,1,0,0,3,1,1.386294,11,1,2.4849069,0,0,0,0,1,Avtury,1,0,90,0
138,5/29/2005,2005,Pervomayskaya,Groznenskiy,101,3,0,2,4106,8.3202047,5015,0,1,1,0,167,5.1179938,0,2.2030001,.78982008,0,0,70,1,1,,,,,,,,,,,1,0,1,0,3,"Sadovoye, Podgornyy, Staryy Poselok",1,1,70,0
138,5/29/2005,2005,Verkhny Dai,Shatoiskiy,139,11,1,3,196,5.2781148,250,0,0,0,0,738,6.6039438,0,.44,-.82098049,0,0,90,0,0,0,0,1,1,1,1,.69314718,0,0,0,0,0,0,5,12,"Yukerch-Keloy, Bogatovka, Marshen-Kali, Aslanbek-Sheripovo, Dekhesty, Benoy, Musen-Kale, Pamyatoy, Gush-Kert, Gargachi, Vashindoroy, Nikhaloy",1,0,90,0
139,6/5/2005,2005,Aslanbek-Sherpivo,Vedenskiy,10,15,1,3,204,5.31812,200,0,0,0,0,986,6.8936558,0,.74080002,-.3000246,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Musolt-Aul, Marshen-Keli, Benoy, Musen-Kale",1,0,90,0
139,6/5/2005,2005,Oktyabr'skiy (Groznyy),Groznyy,97,2,0,1,16520,9.712327,50930,6,7,1,1,130,4.8675351,0,4.684,1.544152,0,1,10,1,1,,,,,,,,,,,1,0,1,0,4,"Groznyy (3), Aldy",1,1,10,0
140,6/5/2005,2005,Dai,Shatoiskiy,27,11,1,3,250,5.521461,250,0,0,0,0,688,6.5337892,0,5.2129998,1.651155,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,"Irzugu, Sharoargun, Nuiduk, Marshen-Kali, Bogatovka, Musolt-Aul, Khal-Kiloy, Aslanbek-Sheripovo, Benoy, Yukerch-Keloy, Dekhesty",1,0,90,0
140,6/5/2005,2005,Ishtiburi,Vedenskiy,58,15,0,3,69,4.234107,100,0,0,0,0,657,6.4876838,0,1.4816,.39312261,1,0,90,0,0,,,,,,,,,,,0,0,0,1,6,"Sherdi-Mokhk, Kurchali, Bas-Gordiali, Ersenoi, Sredniye Kurchali, Gezenchu",1,0,90,0
141,6/5/2005,2005,Gatin-Kali,Shatoiskiy,42,11,1,3,155,5.0434251,200,0,0,0,0,1128,7.0282021,0,.75,-.28768209,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,"Tsem, Varandy, Chalkhon-Chu, Bukuzi, Nyukhoy",1,0,90,0
141,6/5/2005,2005,Germenchuk,Shalinskiy,46,10,0,2,6754,8.8178902,9500,2,0,-2,0,186,5.2257471,0,5,1.6094379,1,0,90,0,0,,,,,,,,,,,-1,1,0,0,1,Shali,1,0,90,0
142,6/5/2005,2005,Khal-Keloi,Shatoiskiy,60,11,1,3,500,6.2146082,500,0,0,0,0,1026,6.933423,0,1.8,.58778661,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Musolt-Aul, Marshen-Kali, Sharo-Argun, Dakin-Duk, Irzugu",1,0,90,0
142,6/5/2005,2005,Kirov-Yurt,Vedenskiy,67,15,0,3,1637,7.40062,1533,1,0,-1,0,571,6.3473892,0,1.6668,.51090562,1,0,90,0,0,,,,,,,,,,,-1,1,0,1,5,"Khvarshini, Tauzen, Sel'mentauzen, Dagenduk, Ulus-Kert",1,0,90,0
143,6/5/2005,2005,Goryacheistochnenskaya,Groznenskiy,51,3,0,2,1002,6.9097528,,0,0,0,0,287,5.659482,0,1.8,.58778661,0,1,90,0,0,,,,,,,,,,,0,0,0,0,2,"Tolstoy-Yurt, Petropavlovskaya",1,0,90,0
143,6/5/2005,2005,Marshen-Kali,Vedenskiy,80,15,1,3,500,6.2146082,500,0,0,0,0,1139,7.0379062,0,.74080002,-.3000246,1,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,"Khal-Keloi, Musolt-Aul, Aslanbek-Sheripovo, Benoy, Bogatovka, Tauzen, Yukerch-Keloi",1,0,90,0
144,6/5/2005,2005,Kulary,Urus-Martanovskiy,71,14,0,2,3458,8.1484461,6000,1,0,-1,0,165,5.1059461,0,2.4890001,.91188103,0,0,90,0,0,,,,,,,,,,,-1,1,0,0,5,"Khambi-Irze, Yermolovskiy, Alkhan-Kala, Alkhan-Yurt, Krasnopartizanskiy",1,0,90,0
144,6/5/2005,2005,Musolt-Aul,Vedenskiy,87,15,1,3,482,6.1779442,500,0,0,0,0,1139,7.0379062,0,.74080002,-.3000246,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,"Benoy, Aslanbek-Sheripovo, Marshen-Kali, Khal-kiloy, Bogatovka, Tauzen",1,0,90,0
145,6/5/2005,2005,Guni,Vedenskiy,55,15,0,3,710,6.5652652,1000,0,2,2,0,678,6.5191469,0,3.1484001,1.146894,1,0,55,1,0,,,,,,,,,,,1,0,1,0,6,"Pervomayskaya, Morzoi-Mokhk, Achireshki, Sherdi-Mokhk, Agish-Batoi, Mesedoy",1,1,55,0
145,6/5/2005,2005,Sharo-Argun,Vedenskiy,114,15,1,3,540,6.2915692,644,0,0,0,0,893,6.7945871,0,1.8,.58778661,1,0,90,0,0,1,1,0,0,0,0,0,1,1,.69314718,0,0,0,0,6,"Ulus-Kert, Lakha-Varanda, Goychu, Dachu-Borzoi, Chishki, Duba-Yurt",1,0,90,0
146,6/30/2005,2005,Makhkety,Vedenskiy,77,15,1,3,3495,8.1590891,3262,2,1,-1,0,649,6.4754329,0,1.676,.51640999,1,0,6,1,0,0,0,0,0,0,0,0,9,1,2.3025849,-1,1,0,0,6,"Tevzena, Sel'mentauzen, Tauzen, Khatuni, Khvarshini, Dutsu-Khote",1,1,6,0
146,6/30/2005,2005,Roshni-chu,Urus-Martanovskiy,107,14,0,2,4435,8.3972826,5100,1,1,0,0,357,5.8777361,0,3.7750001,1.3284,0,0,43,1,0,,,,,,,,,,,0,0,0,0,4,"Urus-Martan, Avstrichu, Tangi, Gekhi-Chu",1,1,43,0
147,7/7/2005,2005,Eshilkhatoy,Vedenskiy,38,15,1,3,341,5.831882,330,1,1,0,0,698,6.5482192,0,2.694,.99102712,1,0,40,1,0,0,0,0,0,0,0,0,1,1,.69314718,0,0,0,0,4,"Vedeno, Neftyanoye, Elistanzhi, Oktya'brskoe",1,1,40,0
147,7/7/2005,2005,Trekhgor'ye,Shalinskiy,131,10,0,2,569,6.3438811,650,0,0,0,0,548,6.3062749,0,3.704,1.309413,1,0,90,0,0,,,,,,,,,,,0,0,0,3,5,"Dachu-Borzoi, Yaryshmardy, Dagenduk, Kvemo Makhnety, Duba-Yurt",1,0,90,0
148,8/23/2005,2005,Eshilkhatoy,Vedenskiy,38,15,1,3,341,5.831882,330,2,0,-2,0,698,6.5482192,0,2.694,.99102712,1,0,90,0,0,0,0,0,0,0,0,0,2,1,1.098612,-1,1,0,0,4,"Vedeno, Neftyanoye, Elistanzhi, Oktya'brskoe",1,0,90,0
148,8/23/2005,2005,Gudermes,Gudermesskiy,54,4,0,2,33578,10.42163,33756,4,6,2,0,48,3.871201,0,8.6739998,2.1603301,1,1,14,1,1,,,,,,,,,,,1,0,1,0,0,,1,1,14,0
149,8/24/2005,2005,Pamyatoy,Shatoiskiy,100,11,1,3,395,5.9788861,500,0,0,0,0,641,6.4630289,0,.55559999,-.58770669,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,"Shatoi, Gargachi, Vashindoroy, Nikhaloy, Ryadukhoy, Khalkin",1,0,90,0
149,8/24/2005,2005,Sredniye kurchali,Kurchaloevskiy,119,6,0,2,1195,7.0859008,1100,0,0,0,0,719,6.5778608,0,.926,-.076880999,1,0,90,0,0,,,,,,,,,,,0,0,0,0,8,"Tazen-kale, Belgatoy, Niz. Kurchali, Shirdi-Mokhk, Bas-Gordiali, Gordiali-Yurt, Ersenoi, Tsentoroy",1,0,90,0
150,10/3/2005,2005,Goichu,Urus-Martanovskiy,49,14,0,2,1800,7.495542,1220,0,0,0,0,369,5.9107971,0,.71030003,-.34206781,0,0,90,0,0,,,,,,,,,,,0,0,0,1,3,"Alkhazaurovo, Nagaveya, Komsomol'skoye, Demi-Duk, Martan-Chu",1,0,90,0
150,10/3/2005,2005,Khatuni,Vedenskiy,64,15,1,3,1613,7.3858509,1442,0,0,0,0,614,6.4199948,0,2.1619999,.7710337,1,0,90,0,0,0,0,0,0,0,0,0,2,1,1.098612,0,0,0,0,3,"Makhkety, Agishty, Tevzena",1,0,90,0
151,10/4/2005,2005,Elistanzhi,Vedenskiy,36,15,1,3,1845,7.5202351,1683,0,1,1,0,702,6.5539341,0,2.8469999,1.046266,1,1,90,0,1,0,0,0,0,0,0,0,2,1,1.098612,1,0,1,0,4,"Eshilkhatoy, Tsa-Vedeno, Vedeno, Neftyanoye",1,0,90,0
151,10/4/2005,2005,Regety,Kurchaloevskiy,106,6,0,2,2000,7.600903,2178,0,1,1,0,694,6.5424719,0,1.852,.61626607,1,0,36,1,0,,,,,,,,,,,1,0,1,4,6,"Gikalovskiy, Chechen-Aul, Berdakel, Khankala, Novye Aldy",1,1,36,0
152,10/4/2005,2005,Bas-Gordali,Nozhai-Yurtovskiy,14,9,0,3,695,6.5439119,750,0,0,0,0,684,6.5279579,0,1.4816,.39312261,1,0,90,0,0,,,,,,,,,,,0,0,0,2,6,"Gezenchu, Nizniye Kurchali, Khashki-Mokhk, Tsentoroy, Gordiali-Yurt, Kurchaloi",1,0,90,0
152,10/4/2005,2005,Eshilkhatoy,Vedenskiy,38,15,1,3,341,5.831882,330,1,0,-1,0,698,6.5482192,0,2.694,.99102712,1,0,90,0,0,1,1,0,0,0,0,0,3,1,1.386294,-1,1,0,0,4,"Vedeno, Neftyanoye, Elistanzhi, Oktya'brskoe",1,0,90,0
153,10/4/2005,2005,Borzoi,Shatoiskiy,20,11,0,3,4313,8.3693886,4209,1,0,-1,0,919,6.8232861,0,.926,-.076880999,0,0,90,0,0,,,,,,,,,,,-1,1,0,3,5,"Ryadukhoy, Nikhaloy, Tavzena, Gargachi, Khalkin",1,0,90,0
153,10/4/2005,2005,Makhkety,Vedenskiy,77,15,1,3,3495,8.1590891,3262,0,0,0,0,649,6.4754329,0,1.676,.51640999,1,0,90,0,0,1,1,3,1,0,0,0,8,1,2.1972251,0,0,0,0,6,"Tevzena, Sel'mentauzen, Tauzen, Khatuni, Khvarshini, Dutsu-Khote",1,0,90,0
154,10/6/2005,2005,Avtury,Shalinskiy,12,10,1,2,10724,9.2802391,18330,4,3,-1,0,247,5.509388,0,5.2360001,1.655558,1,1,37,1,0,0,0,0,0,0,0,0,3,1,1.386294,-1,1,0,0,1,Geldagan,1,1,37,0
154,10/6/2005,2005,Staropomyslovskiy (Groznyy),Groznyy,121,2,0,1,20864,9.9457808,53395,7,5,-2,1,130,4.8675351,0,4.684,1.544152,0,1,11,1,1,,,,,,,,,,,-1,1,0,0,4,"Groznyy (3), Aldy",1,1,11,0
155,10/19/2005,2005,Sovetskoye,Shatoiskiy,118,11,0,3,1103,7.0057888,1000,0,0,0,0,526,6.2653012,0,1.6668,.51090562,0,0,90,0,0,,,,,,,,,,,0,0,0,2,6,"Shatoi, Khakkoy, Vashindoroy, Pamyatoy, Gargachi, Yukerch-Keloy",1,0,90,0
155,10/19/2005,2005,Vedeno,Vedenskiy,138,15,1,3,1512,7.321188,1469,8,2,-6,0,702,6.5539341,0,1.331,.28593051,1,0,6,1,1,2,1,2,1,0,0,0,3,1,1.386294,-1,1,0,0,7,"Oktya'brskoe, Agishbatoi, Dyshne-Vedeno, Neftyanoye, Tazen-Kale, Eshilkhatoy, Ersenoi",1,1,6,0
156,11/9/2005,2005,Oktyabr'skiy (Groznyy),Groznyy,97,2,0,1,16520,9.712327,50930,5,6,1,1,130,4.8675351,0,4.684,1.544152,0,1,3,1,1,,,,,,,,,,,1,0,1,0,4,"Groznyy (3), Aldy",1,1,3,0
156,11/9/2005,2005,Starye Atagi,Groznenskiy,122,3,1,2,11205,9.3241158,10161,0,0,0,0,273,5.6094718,0,3.6689999,1.299919,0,1,90,0,0,0,0,10,1,0,0,0,7,1,2.079442,0,0,0,0,2,"N. Atagi, Chiri-Yurt",1,0,90,0
157,12/16/2005,2005,Alkhan-Yurt,Urus-Martanovskiy,7,14,0,2,8040,8.9921846,9000,0,1,1,0,165,5.1059461,0,2.6270001,.96584249,0,1,48,1,0,,,,,,,,,,,1,0,1,0,4,"Krasnopartizanskiy, Kulary, Alkhan-Kala, Kirova",1,1,48,0
157,12/16/2005,2005,Chechen-Aul,Groznenskiy,22,3,1,2,6281,8.7452841,7118,2,1,-1,0,202,5.3082681,0,6.4920001,1.870571,0,0,24,1,0,1,1,1,1,3,1,1.386294,4,1,1.6094379,-1,1,0,0,0,,1,1,24,0
158,7/16/2000,2000,Agishty,Shalinskiy,4,10,1,2,780,6.6592941,457,2,0,-2,0,455,6.120297,0,4.7880001,1.566113,1,0,90,0,0,6,1,11,1,8,1,2.1972251,1,1,.69314718,-1,1,0,0,3,"Tevzena, Khatuni, Tauzen",1,0,90,0
158,7/16/2000,2000,Bas-Gordali,Nozhai-Yurtovskiy,14,9,0,3,695,6.5439119,750,0,0,0,0,684,6.5279579,0,1.4816,.39312261,1,0,90,0,0,,,,,,,,,,,0,0,0,2,6,"Gezenchu, Nizniye Kurchali, Khashki-Mokhk, Tsentoroy, Gordiali-Yurt, Kurchaloi",1,0,90,0
159,3/31/2001,2001,Kharsenoi,Shatoiskiy,63,11,0,3,1800,7.495542,1900,1,0,-1,0,796,6.6795988,0,1.4816,.39312261,0,0,90,0,0,,,,,,,,,,,-1,1,0,2,5,"Bizduk, Arske-Duk, Razdol'noye, Murseil-Duk",1,0,90,0
159,3/31/2001,2001,Mayrtup,Kurchaloevskiy,82,6,1,2,6348,8.7558947,10754,0,1,1,0,201,5.3033051,0,3.244,1.176807,1,0,69,1,0,7,1,8,1,0,0,0,0,0,0,1,0,1,0,2,"Kurchaloi, Ilaskhan-Yurt",1,1,69,0
